pair_id,stratum,snag_a,snag_b,text_a,text_b,nn_similarity,label,labeller
265,cross,125578,72031,CRACKED STR CLIP AT MID CABIN BS727B S-6L. MARKED<[01] REMOVED AND REPLACED STRINGER CLIP AT MID CABIN BS 727E S-6L IAW SRM 51-40-02 AND DWG 146A1102;[02] REMOVED AND REPLACED STRINGER CLIP AT MID CABIN BS 727B S-6L IAW SRM 51-40-02 AND DWG 146A1102;[03] JOB COMPLETE.,FIRST CLASS CLOSET FWD EMERGENCY LIGHT ASSY BASE IS CRACKED. REPLACED F/C CLOSET EMERGENCY LIGHT IAW AMM TASK 33-51-14-960-802. LIGHT OPS CHECK GOOD.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
266,cross,111281,129057,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS NOT DECLARED DUE TO: FILTER BYPASS LIGHT NUMBER 2 ENGINE ILLUMINATED IN FLIGHT; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT MIA. REMOVED AND REPLACED NUMBER 2 ENGINE FUEL FILTER (AALA202404263232) AND FUEL FILTER DIFFERENTIAL SWITCH (AALA202404261990), ACCOMPLISHED ENGINE RUM CHECK GOOD. PER AMM 73-11-02 AND 73-34-01.",FA'S FWD EMERGENCY FLASHLIGHT INOP NO CHARGE LIGHT AND DEAD. DEFERRED FA'S FWR FLASHLIGHT PER MEL 25-51 AUTH#060203D-C EXP 06/14/25 (O) PROCEDURE COMPLIED WITH.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
267,cross,94898,134855,"CORROSION ON FLOOR BEAM LBL 9.00 BTW FS1000-FS1069 AT AFT CARGO COMPARMENT. PAINT ON UPPER FACE OF FLOOR BEAM LBL 9.00 BTW FS 1000 TO FS 1010 AND FS 1069 TO FS 1056 AT AFT CARGO COMPARMENT WAS REMOVED PER CRJ900 SRM 51-26-01-001-001-A01, WAS EVALUATED, AFTER REMOTION OF PAINT ON UPPER FACE OF FLOOR BEAM LBL 9.00 BTW FS 1000 TO FS 1010 AND FS 1069 TO FS 1056 AT AFT CARGO COMPARMENT, GENERAL VISUAL INSPECTION WAS PERFORMED PER CRJ 900 SRM 51-11-00-001-001-A01 AND NOT DAMAGE FOUND AND WAS EVALUATED,FLOOR BEAM LBL 9.00 BTW FS 1010 TO FS 1056 AT AFT CARGO COMPARMENT, DUE TO NOT ALLOWED DAMAGE PER CRJ900 SRM 53-61-43-101-001-A02 AND REPAIRED PER CRJ900 SRM 53-00-41-201-001-A03.",WHILE ACCESSING FWD L/H OWE UPPER LINER FOR MODIFICATION; FOUND TWO PLASTIC TABS COMMON TO EXIT SIGN LIGHT ASSY CRACKED. REMOVED AND REPLACED LT OWE EXIST SIGN LIGHT ASSY IAW DWG Q841A3370-22.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
268,cross,37950,112759,CRACK ANGLE LOC BS500H AFT FACE AND STRINGER 26R AT FWD CARGO COMPARTMENT 2024-402194<[01] REPLACED ANGLE - CLIP AND FASTENERS LOC. BS500H AFT FACE AND STRINGER 26R AT FWD CARGO COMPARTMENT B737-800 SRM 51-40-02-0G-0;SRM 51-10-02-0G-0 DWG 143A7505; SHEET 109; REV.- SEE INDIVIDUAL SIGN OFF BELLOW.;[02] CORRECTED STEP 1: REPLACED ANGLE - CLIP AND FASTENERS LOC. BS500H AFT FACE AND STRINGER 26R AT FWD CARGO COMPARTMENT B737-800 SRM 51-40-02-0G-0;SRM 51-10-02-0G-0 DWG 143A7505; SHEET 108;SHEET 109; REV.- SEE INDIVIDUAL SIGN OFF BELLOW.;[03] REPLACED ANGLE - CLIP AND FASTENERS LOC. BS500H AFT FACE AND STRINGER 26R AT FWD CARGO COMPARTMENT B737-800 SRM 51-40-02-0G-0;SRM 51-10-02-0G-0 DWG 143A7505; SHEET 108;SHEET 109; REV.- SEE INDIVIDUAL SIGN OFF BELLOW.,"ON DESCENT FUME EVENT IN COCKPIT, VERY NOTICEABLE WHEN HP VALVES OPEN. ISOLATED PACK 1 AND SMELL IMMEDIATELY WENT AWAY. -REF TSM 05-50-00-810-831-A DECISION TABLE LEAD TO APU. EXAMINED APU PER AMM 49-00-00 NO LEAKS OR DEFECTS NOTED AT THIS TIME. SECOND CAUSE IS PACK 1. REF L/P 3607976-2 FOR CORRECTIVE ACTION ON PACK 1",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
269,cross,131814,153112,L1 DOOR DIFFICULT TO OPEN AND EXT HANDLE REQ. HARD PUSH TO SEAT. GROUNDED - YES. ACCOMPLISHED FORWARD ENTRY DOOR SYSTEM TEST 52-11-00-700-804 (3) (D) THROUGH (G) PG.2 DOOR HANDLE OPEN AND CLOSE TORQUES WITHIN LIMITS. NO COMMUNICATION OR PRESSURIZATION ISSUES NOTED. A/C OKAY FOR SERVICE.,"STRONG HYDRAULIC ODOR NOTICED FROM PASSENGER IN THE BACK OF THECAB IN UPON TAXI TO GATE. PERFORMED TSM 05-50-00-810-813-A. PERFORMED SMELL CHECK ON APU BLEED, ENGINE BLEED WITH CREW RUNNING AIRCRAFT. NO SMELL NOTED ON BOTH BLEED SOURCES. ALSO, INSPECTION OF AIRCRAFT FOUND NO SMELLS FROM ELECTRICAL ITEMS. OKAY TO CONTINUE SERVICE. PERFORMED TSM 05-50-00-810-813-A. PERFORMED SMELL CHECK ON APU BLEED, ENGINE BLEED WITH CREW RUNNING AIRCRAFT. NO SMELL NOTED ON BOTH BLEED SOURCES. ALSO INSPECTION OF AIRCRAFT FOUND NO SMELLS FROM ELECTRICAL ITEMS. ADD EMP: V944126 OKAY TO CONTINUE SERVICE.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
270,cross,79026,25766,"AFT EMERGENCY FLOOR LIGHT INOPERATIVE. NEAR ROW 42 VERIFIED THAT NO TWO ADJACENT FLOOR PROXIMITY EMERGENCY ESCAPE PATH LIGHTS ARE INOPERATIVE. APPROVED DEFERRAL FOR EMERGENCY LIGHT AT ROW 42 INOP. INSTALLED NEW COVER PER AMM 33-51-19-400-002-A, OPS TEST GOOD",CORROSION ON INTERNAL FUSELAGE BETWEEN STGR26-STGR27 AT FS394-FS409. REMOVED AND RESTORED FINISH OF INTERNAL FUSELAGE BETWEEN STGR26-STGR27 AT FS394-FS409 IAW STS EA 129-2025-129,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
271,cross,131098,146458,MAIN CABIN FLOORBOARD 231KF IS DISBONDED AREA MARKED P/N 143A5810-522<[01] 01 - REMOVED AND REPLACED PER [AMM 53-21-00-401-NG (PASSENGER CABIN FLOORS - REMOVAL/INSTALLATION - PERMANENT)];[02] C/W INSPECTION,"AIRCRAFT WAS GROUNDED: FLIGHT CREW REPORTED THAT THE LEFT BRAKE FELT LIKE IT WOULD GRAB SUDDENLY WITH A JOLT, ENOUGHTO FEEL A SIGNIFICANT THUMP. MAINTENANCE REPLACED THE MAIN LANDING GEAR #1 TACHOMETER AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
272,cross,59531,50749,LEFT WING I/B AFT FLAP LOWER SURFACE HAS A CRACK 12.5' FROM T/E AND 11.5' FROM I/B EDGE.<[01] INSTALLED RAPAIR AT LEFT WING I/B AFT FLAP ON LOWER SURFACE PER SRM 51-70-10-2R-0 PARAGRAPH 20.B SIZE OF REPAIR 4' DIAMETRE VERIFIED INSTALLED RAPAIR AT LEFT WING I/B AFT FLAP ON LOWER SURFACE.,DETERIORATED UPPER AND LOWER ASSIST HANDLE NUTS ON FWD ENTRY DOOR LINING AT FWD GALLEY AREA 2025-139413<[01] REPLACED UPPER AND LOWER ASSIST HANDLE NUTS ON FWD ENTRY DOOR LINING AT FWD GALLEY AREA IAW B737-800 AMM 52-11-31-400-802 STEP 3.G(2).;[02] REPLACED UPPER AND LOWER ASSIST HANDLE NUTS ON FWD ENTRY DOOR LINING AT FWD GALLEY AREA IAW B737-800 AMM 52-11-31-400-802 STEP 3.G(2).,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
273,cross,73357,102199,"FLIGHT 2064. AFTER STOPPING ACFT AT THE GATE, ENGINES SHUT DOWN, LOST A/C POWER, ASSOCIATED WITH APU FAIL CAUTION. RAMP PERSONNEL HEARD A LOUD BANG FROM THE APU OBSERVED SPARKS AND SMOKE FROM APU TAILPIPE. PLACED APU ON MEL 49-00-00. RETURNED TO SERVICE.",DURING HEAVY MAINTENANCE: FUSELAGE- FWD/ EXTERNAL SKIN FR22 STGR 24L-25L/ DENTTEMPORARY REPAIR. (CONSIDERED A MAJOR REPAIR),,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
274,cross,106990,102178,AIRCRAFT IN BASE MAINTENANCE: INOPERATIVE EMERGENCY POWER SUPPLY UNIT AFT LEFTHAND SIDE ON AFT PASSENGER AREA. REPLACED EMERGENCY POWER SUPPLY UNIT (13WL).,AIRCRAFT WAS NOT GROUNDED: RIGHT AFT LAVATORY-E DOOR IS DIFFICULT TO OPEN AND CLOSE. **SUPPLEMENTAL REPORT FOR (AALA202404157882): REMOVE AND REPLACED DOOR TRIM EDGE. PER AMM 25-40-14.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
275,cross,79027,131829,"DURING ACCOMPLISHMENT OF THE ALLEGIANT TASK A32X-ZL-471-01-4-001, LH WING BOTTOM SKIN LOWER SURFACE AFT SECTION AREA SKIN AT RIB 8 WITH CORROSION WAS FOUND. AIRBUS WAS CONTACTED FOR REPAIR INSTRUCTIONS. THE REPAIR INSTRUCTIONS WERE RECEIVED AND PERFORMED PERMANENT BLEND OUT REPAIR ON LH WING LOWER PYLON REINFORCEMENT PLATE, RIB 8 IAW COOPESA EO # COO-EO-2025-23161-R00, R01 AND R02 LAST REV DATE 09,23,2025 APPROVED AND DOCUMENTED ON AIRBUS FORM RDAF REF: 81658837/004/2025 # A DATED 09/23/2025 AND ALLEGIANT ERO # A32X-STR-57ERO-00403-R00 DATED 09/25/2025. THIS REPAIR IS MAJOR. THE REPAIR WAS DOCUMENTED UNDER COOPESA JOB A1Q202 ITEM 5-3.",FWD LEFT 3 EMERGENCY LIGHTS AND LEFT SIDE EMERGENCY DOOR LIGHTS INOP<[01] REMOVED EMERGENCY LIGHT POWER SUPPLY AND BATTERY PACK AT M1668 AND POWER SUPPLY AND BATTERY AT BODY STATION 489. OPS CHECK GOOD PER AMM 33-51-06;[02] REMOVED AND REPLACED EMERGENCY LIGHT POWER SUPPLY AND BATTERY PACK AT M1668 AND POWER SUPPLY AND BATTERY AT BODY STATION 489. OPS CHECK GOOD PER AMM 33-51-06;[03] CORRECTED SIGN OFF,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
276,cross,22449,107441,CRACK ON WEB LOCATED AT LEVEL ORSS 268 DEFLECTION CONTROL RIB AREA AT LT WING. REPLACED WEB LOCATED AT LEVEL ORSS 268 DEFLECTION CONTROL RIB AREA AT LT WING IAW SRM- 51-40-02-0G-0 AND DWG # 115A2512 SHEET 14 REV A.,"FWD, LH, EMERGENCY EXIT, EXIT SIGN COVER IS MISSING NEAR THE FLOOR. GROUNDED - YES. INSTALLED NEW LENS FOR FWD, LH, EMERGENCY EXIT, EXIT SIGN NEAR THE FLOOR.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
277,cross,28252,148754,WHILE PERFORMING R53595-R-R BLIND BLTS ON PRES FLR SILL DECK AT FS792-801 WE FOUND CORROSION ON THE R/H SIDE SILL DECK AT FS792 AND FS801. REPAIRED IAW MHIRJ REO 690-53-41-511 REV -- DATED 2025-01-19,EMERGENCY LIGHTING BATTERY PACK M1695 FAIL ON FUNCTIONAL CHECK. REMOVED AND REPLACED BATTERY PACK M1695 NEW. IAW AMM 33-51-06-960-805. OPERATIONAL TEST GOOD FOR SERVICE,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
278,cross,39148,102752,CRACK FWD CORNER SCUFF PLATE AT FWD CARGO COMPARTMENT 2024-61219<[01] TOOL USED DIGITAL CALIPER P/N 500-196-30; S/N A21033522; DUE DATE: 22-DEC-24.;[02] STEP 4 TOOL USED RADIOMETER PHOTOMETER P/N: XRP-3000; S/N:1753759; CAL DUE DATE: 12-APR-24;[03] REPAIRED BY WELDING FWD CORNER SCUFF PLATE AT FWD CARGO COMPARTMENT I.A.W. BOEING 737-800 SRM 53-30-15-2R-1 REPAIR 1 AND BAC5975 SEE INDIVIDUAL SIGNOFFS BELOW;[04] REPAIRED BY WELDING FWD CORNER SCUFF PLATE AT FWD CARGO COMPARTMENT I.A.W. BOEING 737-800 SRM 53-30-15-2R-1 REPAIR 1 AND BAC5975 SEE INDIVIDUAL SIGNOFFS BELOW,"FLT#1620,BOS-LHR. (ETOPS) 'HYD RAT FAULT ECAM; REPLACED PRESSURE SWITCH ON RAT IAW AMM 29-22-53 OPS CHECKS GOOD.'",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
279,cross,138833,31186,"COMPLY WITH SCHEDULED MAINTENANCE CODE: TRACK ROLLER SLAT 3-3 700 RT - DISCARD THE RT SLAT TRACK ROLLER SEALED, ECCENTRIC LOCATED AT TOP FORWARD 3-3. REMOVE AND REPLACE IAW TASK CARD 27-630-824. COMPLIED WITH SCHEDULED MAINTENANCE ON TRACK ROLLER SLAT 3-3 700 RT. REMOVED AND REPLACED IAW TASK CARD 27-630-824 OPS TEST GOOD. COMPLIED WITTH TASK 27-900-1009-SKY",DOOR 2R SLIDE PACK GAGE IN RED NEEDLE ON HIGHSIDE. WITH IN LIMITS. OK FOR SERVICE,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
280,cross,35674,63551,"RIGHT UPPER TRANSCOWL INBD ""A"" BRACKET STANDOFF IS CRACKED (C-CHECK RO 02/01/2026)REMOVED AND REPLACED I/B STAND-OFF ANGLE P/N CN624-2082-201 ON R/H UPPER TRANSCOWL, REF. REO 670-54-21-971, REV. B, 2023-11-28. COMPLIED WITH MAJOR REPAIR M-337 AND SKY CARD 51-900-1002-SKY.","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR BEAM UPPER CHORD (T-CAP) LOCATED AT BS 947.5, RBL 4. REPAIRED UPPER CHORD PER SRM 53-70-51-2R-5.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
281,cross,139784,738,"EMERGENCY LIGHTING SYSTEM OPERATIONAL CHECK. DOOR 2L EXTERNAL EMERGENCY LIGHT INOP. REPLACED THE LAMP, OPS OK IAW AMM 33-51-04.",DIVERTED TO CVG DUE TO FAILURE OF RT WING ANTI-ICE. CORRECTIVE ACTION: DEFERRED WING ANTI-ICE PER MEL. LATER REPLACED THE RT WING ANTI-ICE CONTROL RELAY 5DL.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
282,cross,132833,111896,RIGHT AFTER SERVICE DOOR SLIDE EMERGENCY LIGHT INOPERATIVE. RELAMPED RIGHT AFT SERVICE DOOR SLIDE EMERGENCY LIGHT PER AMM 33-51-04.,LEFT WING: OUTBOARD DEFLECTION ROLLER OUTBOARD MOUNT BRACKET CRACKED STREAMER ATTACHED.<[01] REMOVED AND REPLACED BRACKET PN#:5A6260-1 PO:1103180.1 IAW B737-800 SRM 51-40-02;[02] VERIFIED REMOVED AND REPLACED BRACKET PN#:5A6260-1 PO:1103180.1 IAW B737-800 SRM 51-40-02,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
283,cross,139122,42964,"(SUPPORT TASK) MAIN CABIN FLOOR BEAM REPAIR REQUIRES -8 AND -9 FILLERS TO BE REMADE. REMOVED STIFFENER 1EA AND 2EA FILLERS, FABRICATED MAT ID, ALODINED,PRIMED AND INSTALLED 2EA FILLERS. AND REINSTALL 1EA STIFFENER PER HAECO PROGRESSIVE REO-G25491, STAGE 6, AND B737 SRM 51-40-02, SRM 51-20-01 ESFR COMPLETE REMOVED STIFFENER 1EA AND 2EA FILLERS, FABRICATED - MAT ID, ALODINED, PRIMED AND INSTALLED 2EA FILLERS, AND REINSTALL 1EA STIFFENER PER HAECO PROGRESSIVE REO-G25491. STAGE 6 AND B737 SRM 51-40-02 SRM 51-20-01",AIRCRAFT WAS NOT GROUNDED: EXIT LIGHT AT SEAT 22C IS SEPARATED FROM SEAT FRAME AND DANGLING ON THE FLOOR. RESECURED EXIT LIGHT AT 22C. PER AMM 33-51-11.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
284,cross,101855,140685,"FLT#2289, AMS-JFK. (ETOPS) 'ENG 1 FUEL SENSOR FAULT IDG FOC SENSOR MESSAGE. ( FUEL SENSOR FAULT CAUTIONS ON ECAM E/WD IDG FOC SENSOR DISPLAYED ON EWD ); FAULT ON 4/9/24 FOUND TO BE SINGLE ISOLATED OCCURRENCE WITH NO OTHER FAULTS NOTED. ACCOMPLISHED GROUND VERIFICATION ENG 1 IDLE RUN IAW AMM 24-21-42-720-050-A. NO DEFECTS / FAULTS NOTED. MDDR 544229 CLEARED MX-4 UPDATED PLACARD REMOVED.",AFT CARGO FRAME SUPPORT CRACKED STA 727I RBL 27. GROUNDED - YES. REMOVED AND REPLACED FRAME SUPPORT AT STA 727I RBL 27 IAW B737-800 SRM 51-40-02-0G-0 AND 51-40-05-0G-0.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
285,cross,95030,127075,FOUND L1; L2 AND R2 TO HAVE INCORRECT EXIT LIGHT LENS INDICATORS<[01] REMOVED AND REPLACED L1; L2 AND R2 EXIT LIGHT LENS INDICATORS IAW AMM 33-51-01-960-802.;[02] VERIFIED ACTION 1. JOB COMPLETE.,CRACK ON ANGLE LOCATED BS 685 FWD FACE BL0 RT SIDE AT PASSENGER CABIN 2024-340033<[01] TOOLS USED: TEMPERATURE CONTROLLER P/N: P3015GOES00000; S/N: 142811020; DUE DATE: 23-JAN-25; TEMPERATURE CONTROLLER P/N: P3015GOES00000; S/N: 112820025; DUE DATE: 22-JAN-25.;[02] REPLACED ANGLE LOCATED BS 685 FWD FACE BL0 RT SIDE AT PASSENGER CABIN IAW B737-800 SRM 51-40-02 AND DWG 273A9110 SHEET 8 REV-;SEE INDIVIDUAL SIGN OFF BELOW;[03] REPLACED ANGLE LOCATED BS 685 FWD FACE BL0 RT SIDE AT PASSENGER CABIN IAW B737-800 SRM 51-40-02 AND DWG 273A9110 SHEET 8 REV-;SEE INDIVIDUAL SIGN OFF BELOW,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
286,cross,126772,49604,"""OVRD"" ANNOUNCED ON FMA ON CLIMB OUT (BEFORE ACCELERATION HEIGHT) WITH NO PILOT INPUT AND NO MOVEMENT OF THROTTLES. (AUTOTHROTTLE CHANNELS – BOTH INOPERATIVE). REMOVED FROM SERVICE. NO AUTO THROTTLE RELATED FAULTS NOTED IN CMC MAINT MSGS OR AHEAD PRO. NO AUTO THROTTLE FAULTS ACTIVE ON ARRIVAL. PERFORMED OPERATIONAL TEST OF AUTO THROTTLE/THRUST CONTROL QUADRANT (TCQ) INTERFACE. IAW E175 AMM 22-31-00-710-801-A. OPERATIONAL TEST GOOD. NO FAULT NOTED. DUE TO RECENT AND AS A PRECAUTIONARY MEASURE, REMOVED THRUST CONTROL QUADRANT REF E175 AMM TASK 76-11-01-000-801-A AND PLACED ON S.O.S. INSTALLED SERVICEABLE THRUST CONTROL QUADRANT REF E175 AMM TASK 76-11-01-400-801-A FUNCTIONAL TEST CHECK GOOD REF. E175 78-30-01-720-801-A. PERFORMED TAKEOFF/GO-AROUND (TOGA) SWITCH OPERATIONAL TEST AND AUTO THROTTLE/THRUST CONTROL QUADRANT (TCQ) INTERFACE OPERATIONAL TEST. IAW E175 AMM 22-11-00-710-801-A AND AMM 22-31-00-710-801-A. OPERATIONAL TESTS GOOD, NO FAULTS NOTED. RETURNED TO SERVICE.","DURING HEAVY MAINTENANCE: CRACK INDICATION ON FRAME 66 RH SIDE IN OPEN FASTENER HOLE LOWER INBOA RD AT DOOR STOP FITTING 1 POSITION, CRACK DIRECTION IS 6 OCLOCK, AT AF T GALLEY AREA (1 EA); (RESOLVED ON W/O: 1254356 TASKCARD: NR-00015) REF AEROMAN NR 2023-741219 WO 2023 362/1 PERFORMED REPAIR ON FRAME 66 RH SIDE IN OPEN FASTENER HOLE POWER INBOARD AT DOOR STOP FITTING 1 POSITION AT AFT GALLEY AREA (1 EA) IAW A320 SRM 53-41-12-300-011. THIS REPAIR IS CLASSIFIED AS CATEGORY B , INSPECTION THRESHOLD FROM TIME OF ADL/REPAIR EMBODIMENT AT 31,600 FC (FH NOT RELEVANT), SUBSEQUENT INSPECTION AT INTERVALS OF 5,600 FC (FH NOT RELEVANT), INSPECTION METHOD: HFEC IAW A320 SRI 53-41-12-205-010 TABLE 001 (AREA 2).",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
287,cross,66283,135840,RT WING UPPER IB FIXED TE PNL STIFFENER JUST IB OF DEFLECTION ROLLER RIB CRACKED<[01] CONSUMING PART REQUIRMENT FOR DEFLECTION CONTROL RIB CLIP;[02] REMOVED STIFFENER AS PER AMM 20-50-11.;[03] INSTALLED STIFFENER RIB BRACKET IAW AMM. 20-50-11.,"(LOG 0671185) CORROSION ON AFT CARGO COMPARTMENT R/H ZEE CHANNEL UPPER AND LOWER SURFACE, FROM STA-727I+11 TO STA-767. REMOVED FROM STA 700 TO STA 767 REPAIRED PER B737-900 SRM 53-00-53-2R-6 AND INSTALLED PER B737-900 SRM 51-40-02-0G AND DWG 146A7500.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
288,cross,65214,77823,AIRCRAFT WAS NOT GROUNDED: L4 EMERGENCY CYLINDER ACCUMULATOR PRESSURE BELOW LIMITS. TEMP 80 DEGREES F. R4-1000PSI L4-1100PSI. SERVICED R4 AND L4 DOOR ACCUMULATORS TO CORRECT PRESSURE IAW AMM 52-10-00,"MACHINED MOUNT CORRODED FS533.00 - 549.00 STGR25R - 24R. (MARKED) (C-CHECK RO 07/16/2025)REMOVED CORROSION ON THE MACHINED MOUNT AT FS533.00 - FS549.00 STGR25L - 24L, AND EVALUATED AS 'OUT-OF-LIMITS'. REPLACED MACHINED MOUNT WITH NEW MOUNT. REF. CRJ900 SRM 51-42-06-001-001-A01, CRJ900 SRM 51-42-20-001-001-A01, CRJ900 SRM 51-45-00-001-001-A01, AND BOMBARDIER DWG. SH670-33600 REV. AD. COMPLIED WITH TASK CARD 51-900-1002-SKY.9",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
289,cross,77150,111063,"AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR SUPPORT BREAK ASSEMBLY PANEL AT BS 540, LBL 3. REPLACED BREAK ASSEMBLY PANEL PER SRM 51-40-02.",F/A REPORT PHOTOLUMINESCENT STRIPS FWD CABIN JUST AFT OF FWD GALLEY WONT ILLUMINATE. GROUNDED - YES. REMOVED AND REPLACED BOTH PHOTOLUMINESCENT STRIPS REF AMM 33-51-15.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
290,cross,30818,86610,CREW REPORTS L/H FWD OVER WING EXIT LIGHT INOP<[01] PREVIOUSLY MEL?D ON LOG PAGE 2762102,"PAX DOOR DD6 MID INTERCOSTAL CORRODED. LOCATED DRILLED AND INSTALLED NEW INTERCOSTAL IAW CRJ900 SRM 51-40-11-001-001-A01, 51-42-06-001-001-A01 AND 51-42-21-001-001-A01.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
291,cross,59355,37885,"FLT#529, FLL-SAN. 'AT CRUISE FROM ROW 28 TO AFT GALLEY STRONG ELECTRICAL BURNING SMELL FOR 20 MINTUES. ( LAVATORY HOT WATER HEATERS ).' (SUPPLEMENTAL INFORMATION TO FOLLOW)","DURING HEAVY MAINTENANCE: RUDDER ASSY HINGE FITTING BR1 WITH CRACK INDICATION; EC A24-811-01 ASSIGNED TO THIS REPAIR. DURING C9 CHECK ON N510JB (MSN 01280) AT MXA DATED JUN 2024, WHILE ACCOMPLISHING FORK END FITTING REPLACEMENT, CRACKED AND ELONGATED HOLE WERE FOUND AT HOLE #5 HINGE ARM BR1 ON VERTICAL STABILIZER. HOLE WAS REAMED TO 8.103MM DIAMETER BUT CRACK STILL PERSISTED (0.508MM IN LENGTH ON THE BOTTOM FLANGE OF HINGE ARM BR1). REFER TO REF /1/ EO FOR DETAILS.THE DAMAGE WAS EVALUATED AGAINST A320 SRM TASK 55-36-42-300-008, BUT WAS FOUND TO BE OUT-OF-LIMIT DUE TO THE HOLE DIAMETER. THEREFORE, AIRBUS WAS CONTACTED FOR ASSESSMENT AND PROVIDED REPAIR INSTRUCTIONS BY MEANS OF REF /2/ TD TO REPLACE HINGE ARM BR1 WITH PN: D553-71321-000-53 PER A320 SRM TASK 55-36-42-300-003 WITH DEVIATION FOR FASTENER PATTERN, PITCH AND EDGE MARGIN CONSIDERING AIRCRAFT MOD STATUS. THESE INSTRUCTIONS ARE APPROVED BY REF /3/ RDAF AS A CAT A PERMANENT REPAIR. EC A24-811-01 ACCOMPLISHES PERMANENT REPAIR PER THE REF /1/ EO AND COMPLIES WITH REF /3/ RDAF WITHOUT DEVIATION. SUBSTANTIATION: THIS REPAIR (PART REPLACEMENT) IS APPROVED AS CAT A REPAIR PER REF /3/ RDAF AND IS CLASSIFIED AS OTHER.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
292,cross,50956,41954,FWD PAX DOOR THRESHOLD CORRODED AS MARKED. REMOVED AND REPLACED FWD PAX DOOR THRESHOLD. REF EMB SRM 51-40-08.,AIRCRAFT IN BASE MAINTENANCE: EMERGENCY LIGHT CONNECTORS UNDER SEAT 3AB IN P1 AND P2 POSITIONS ARE BOTH CRACKED. REMOVE AND REPLACED EMERGENCY LIGHT CONNECTORS IN P1 (AALA202508199567) AND P2 (AALA202508191043) POSITION UNDER SEATS 3AB. PER SWPM 20-61-28.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
293,cross,22698,70029,"AFT WET AREA, LH MOP SILL BETWEEN FRAME 88 TO FRAME 90, IS CORRODED OUT OF LIMITS. REPLACED",AIRCRAFT WAS NOT GROUNDED: FIRST CLASS MEGAPHONE INOPERTIVE. REPLACED FIRST CLASS MEGAPHONE. PER AMM 25-64-00.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
